Summary
[Data Information]
Data is:,Original
282.5,0.6885
283.0,0.6886
283.5,0.6893
284.0,0.6897
284.5,0.6902
285.0,0.6908
285.5,0.6917
286.0,0.6923
286.5,0.6928
287.0,0.6930
287.5,0.6937
288.0,0.6946
288.5,0.6953
289.0,0.6961
289.5,0.6960
290.0,0.6967
290.5,0.6982
291.0,0.7000
291.5,0.7004
292.0,0.6994
292.5,0.6993
293.0,0.7003
293.5,0.7014
294.0,0.7019
294.5,0.7023
295.0,0.7042
295.5,0.7057
296.0,0.7059
296.5,0.7046
297.0,0.7038
297.5,0.7053
298.0,0.7048
298.5,0.7035
299.0,0.7033
299.5,0.7043
300.0,0.7061
300.5,0.7060
301.0,0.7049
301.5,0.7055
302.0,0.7053
302.5,0.7078
303.0,0.7071
303.5,0.7072
304.0,0.7068
304.5,0.7069
305.0,0.7095
305.5,0.7099
306.0,0.7101
306.5,0.7070
307.0,0.7068
307.5,0.7062
308.0,0.7074
308.5,0.7081
309.0,0.7097
309.5,0.7105
310.0,0.7096
310.5,0.7097
311.0,0.7112
311.5,0.7118
312.0,0.7109
312.5,0.7093
313.0,0.7080
313.5,0.7076
314.0,0.7071
314.5,0.7070
315.0,0.7067
315.5,0.7067
316.0,0.7084
316.5,0.7098
317.0,0.7106
317.5,0.7098
318.0,0.7100
318.5,0.7083
319.0,0.7086
319.5,0.7072
320.0,0.7068
320.5,0.7068
321.0,0.7076
321.5,0.7089
322.0,0.7085
322.5,0.7093
323.0,0.7084
323.5,0.7080
324.0,0.7066
324.5,0.7071
325.0,0.7067
325.5,0.7073
326.0,0.7073
326.5,0.7075
327.0,0.7077
327.5,0.7074
328.0,0.7077
328.5,0.7075
329.0,0.7081
329.5,0.7086
330.0,0.7099
330.5,0.7100
331.0,0.7106
331.5,0.7100
332.0,0.7104
332.5,0.7099
333.0,0.7098
333.5,0.7090
334.0,0.7098
334.5,0.7095
335.0,0.7104
335.5,0.7095
336.0,0.7102
336.5,0.7094
337.0,0.7101
337.5,0.7100
338.0,0.7105
338.5,0.7098
339.0,0.7098
339.5,0.7103
340.0,0.7102
340.5,0.7111
341.0,0.7119
341.5,0.7133
342.0,0.7131
342.5,0.7129
343.0,0.7128
343.5,0.7125
344.0,0.7120
344.5,0.7116
345.0,0.7118
345.5,0.7119
346.0,0.7129
346.5,0.7126
347.0,0.7129
347.5,0.7123
348.0,0.7134
348.5,0.7136
349.0,0.7140
349.5,0.7139
350.0,0.7137
350.5,0.7137
351.0,0.7136
351.5,0.7140
352.0,0.7143
352.5,0.7143
353.0,0.7138
353.5,0.7137
354.0,0.7139
354.5,0.7140
355.0,0.7138
355.5,0.7133
356.0,0.7137
356.5,0.7141
357.0,0.7139
357.5,0.7134
358.0,0.7130
358.5,0.7137
359.0,0.7134
359.5,0.7129
360.0,0.7122
360.5,0.7122
361.0,0.7124
361.5,0.7121
362.0,0.7122
362.5,0.7116
363.0,0.7122
363.5,0.7115
364.0,0.7108
364.5,0.7101
365.0,0.7099
365.5,0.7103
366.0,0.7098
366.5,0.7104
367.0,0.7102
367.5,0.7106
368.0,0.7107
368.5,0.7105
369.0,0.7101
369.5,0.7094
370.0,0.7090
370.5,0.7090
371.0,0.7078
371.5,0.7084
372.0,0.7085
372.5,0.7104
373.0,0.7106
373.5,0.7106
374.0,0.7097
374.5,0.7093
375.0,0.7088
375.5,0.7085
376.0,0.7075
376.5,0.7070
377.0,0.7062
377.5,0.7058
378.0,0.7051
378.5,0.7042
379.0,0.7039
379.5,0.7027
380.0,0.7020
380.5,0.7008
381.0,0.7005
381.5,0.6993
382.0,0.6983
382.5,0.6967
383.0,0.6954
383.5,0.6935
384.0,0.6914
384.5,0.6891
385.0,0.6872
385.5,0.6856
386.0,0.6838
386.5,0.6820
387.0,0.6800
387.5,0.6782
388.0,0.6764
388.5,0.6739
389.0,0.6716
389.5,0.6696
390.0,0.6679
390.5,0.6658
391.0,0.6637
391.5,0.6620
392.0,0.6609
392.5,0.6596
393.0,0.6578
393.5,0.6557
394.0,0.6539
394.5,0.6526
395.0,0.6513
395.5,0.6500
396.0,0.6480
396.5,0.6468
397.0,0.6449
397.5,0.6439
398.0,0.6422
398.5,0.6412
399.0,0.6397
399.5,0.6386
400.0,0.6371
400.5,0.6357
401.0,0.6340
401.5,0.6328
402.0,0.6315
402.5,0.6301
403.0,0.6285
403.5,0.6271
404.0,0.6260
404.5,0.6248
405.0,0.6235
405.5,0.6224
406.0,0.6218
406.5,0.6214
407.0,0.6212
407.5,0.6209
408.0,0.6213
408.5,0.6218
409.0,0.6230
409.5,0.6242
410.0,0.6255
410.5,0.6269
411.0,0.6284
411.5,0.6301
412.0,0.6320
412.5,0.6339
413.0,0.6360
413.5,0.6379
414.0,0.6403
414.5,0.6427
415.0,0.6451
415.5,0.6470
416.0,0.6491
416.5,0.6514
417.0,0.6536
417.5,0.6558
418.0,0.6581
418.5,0.6599
419.0,0.6618
419.5,0.6636
420.0,0.6661
420.5,0.6683
421.0,0.6704
421.5,0.6713
422.0,0.6728
422.5,0.6742
423.0,0.6762
423.5,0.6777
424.0,0.6794
424.5,0.6813
425.0,0.6825
425.5,0.6834
426.0,0.6846
426.5,0.6859
427.0,0.6872
427.5,0.6882
428.0,0.6891
428.5,0.6902
429.0,0.6905
429.5,0.6912
430.0,0.6916
430.5,0.6927
431.0,0.6931
431.5,0.6935
432.0,0.6937
432.5,0.6936
433.0,0.6934
433.5,0.6927
434.0,0.6922
434.5,0.6910
435.0,0.6900
435.5,0.6888
436.0,0.6878
436.5,0.6867
437.0,0.6853
437.5,0.6835
438.0,0.6818
438.5,0.6799
439.0,0.6778
439.5,0.6759
440.0,0.6739
440.5,0.6718
441.0,0.6696
441.5,0.6676
442.0,0.6659
442.5,0.6643
443.0,0.6626
443.5,0.6609
444.0,0.6594
444.5,0.6581
445.0,0.6571
445.5,0.6558
446.0,0.6546
446.5,0.6534
447.0,0.6524
447.5,0.6517
448.0,0.6510
448.5,0.6504
449.0,0.6497
449.5,0.6487
450.0,0.6477
450.5,0.6467
451.0,0.6458
451.5,0.6454
452.0,0.6445
452.5,0.6439
453.0,0.6431
453.5,0.6421
454.0,0.6412
454.5,0.6402
455.0,0.6396
455.5,0.6386
456.0,0.6380
456.5,0.6373
457.0,0.6367
457.5,0.6357
458.0,0.6348
458.5,0.6339
459.0,0.6333
459.5,0.6332
460.0,0.6332
460.5,0.6336
461.0,0.6334
461.5,0.6336
462.0,0.6337
462.5,0.6342
463.0,0.6346
463.5,0.6351
464.0,0.6364
464.5,0.6375
465.0,0.6386
465.5,0.6397
466.0,0.6413
466.5,0.6432
467.0,0.6449
467.5,0.6466
468.0,0.6481
468.5,0.6494
469.0,0.6511
469.5,0.6525
470.0,0.6545
470.5,0.6557
471.0,0.6572
471.5,0.6584
472.0,0.6596
472.5,0.6610
473.0,0.6621
473.5,0.6628
474.0,0.6636
474.5,0.6642
475.0,0.6650
475.5,0.6649
476.0,0.6651
476.5,0.6654
477.0,0.6653
477.5,0.6650
478.0,0.6648
478.5,0.6648
479.0,0.6646
479.5,0.6638
480.0,0.6635
480.5,0.6630
481.0,0.6629
481.5,0.6623
482.0,0.6617
482.5,0.6608
483.0,0.6600
483.5,0.6593
484.0,0.6590
484.5,0.6589
485.0,0.6591
485.5,0.6592
486.0,0.6594
486.5,0.6597
487.0,0.6599
487.5,0.6608
488.0,0.6617
488.5,0.6630
489.0,0.6644
489.5,0.6663
490.0,0.6687
490.5,0.6713
491.0,0.6740
491.5,0.6769
492.0,0.6800
492.5,0.6832
493.0,0.6866
493.5,0.6899
494.0,0.6932
494.5,0.6963
495.0,0.6996
495.5,0.7025
496.0,0.7053
496.5,0.7075
497.0,0.7096
497.5,0.7116
498.0,0.7135
498.5,0.7152
499.0,0.7167
499.5,0.7180
500.0,0.7193
500.5,0.7207
501.0,0.7218
501.5,0.7228
502.0,0.7236
502.5,0.7242
503.0,0.7250
503.5,0.7254
504.0,0.7260
504.5,0.7266
505.0,0.7271
505.5,0.7279
506.0,0.7280
506.5,0.7285
507.0,0.7288
507.5,0.7295
508.0,0.7299
508.5,0.7302
509.0,0.7305
509.5,0.7308
510.0,0.7309
510.5,0.7311
511.0,0.7311
511.5,0.7313
512.0,0.7316
512.5,0.7318
513.0,0.7320
513.5,0.7319
514.0,0.7320
514.5,0.7322
515.0,0.7317
515.5,0.7315
516.0,0.7311
516.5,0.7312
517.0,0.7308
517.5,0.7306
518.0,0.7302
518.5,0.7298
519.0,0.7291
519.5,0.7288
520.0,0.7281
520.5,0.7275
521.0,0.7263
521.5,0.7253
522.0,0.7244
522.5,0.7231
523.0,0.7217
523.5,0.7200
524.0,0.7186
524.5,0.7173
525.0,0.7155
525.5,0.7138
526.0,0.7119
526.5,0.7106
527.0,0.7094
527.5,0.7083
528.0,0.7071
528.5,0.7064
529.0,0.7055
529.5,0.7049
530.0,0.7048
530.5,0.7052
531.0,0.7060
531.5,0.7069
532.0,0.7085
532.5,0.7104
533.0,0.7123
533.5,0.7145
534.0,0.7170
534.5,0.7193
535.0,0.7215
535.5,0.7234
536.0,0.7256
536.5,0.7273
537.0,0.7291
537.5,0.7302
538.0,0.7314
538.5,0.7322
539.0,0.7328
539.5,0.7333
540.0,0.7336
540.5,0.7339
541.0,0.7344
541.5,0.7346
542.0,0.7348
542.5,0.7347
543.0,0.7350
543.5,0.7349
544.0,0.7349
544.5,0.7345
545.0,0.7347
545.5,0.7341
546.0,0.7339
546.5,0.7332
547.0,0.7329
547.5,0.7324
548.0,0.7322
548.5,0.7319
549.0,0.7315
549.5,0.7307
550.0,0.7302
550.5,0.7295
551.0,0.7290
551.5,0.7278
552.0,0.7266
552.5,0.7249
553.0,0.7234
553.5,0.7218
554.0,0.7202
554.5,0.7184
555.0,0.7164
555.5,0.7146
556.0,0.7123
556.5,0.7098
557.0,0.7070
557.5,0.7041
558.0,0.7007
558.5,0.6969
559.0,0.6935
559.5,0.6896
560.0,0.6857
560.5,0.6813
561.0,0.6772
561.5,0.6727
562.0,0.6683
562.5,0.6638
563.0,0.6594
563.5,0.6547
564.0,0.6500
564.5,0.6455
565.0,0.6410
565.5,0.6365
566.0,0.6318
566.5,0.6272
567.0,0.6226
567.5,0.6181
568.0,0.6138
568.5,0.6099
569.0,0.6066
569.5,0.6032
570.0,0.6002
570.5,0.5972
571.0,0.5951
571.5,0.5935
572.0,0.5923
572.5,0.5914
573.0,0.5909
573.5,0.5911
574.0,0.5915
574.5,0.5925
575.0,0.5939
575.5,0.5960
576.0,0.5985
576.5,0.6012
577.0,0.6045
577.5,0.6077
578.0,0.6114
578.5,0.6148
579.0,0.6184
579.5,0.6224
580.0,0.6267
580.5,0.6310
581.0,0.6348
581.5,0.6389
582.0,0.6432
582.5,0.6481
583.0,0.6530
583.5,0.6578
584.0,0.6623
584.5,0.6668
585.0,0.6713
585.5,0.6760
586.0,0.6802
586.5,0.6845
587.0,0.6885
587.5,0.6922
588.0,0.6954
588.5,0.6983
589.0,0.7010
589.5,0.7033
590.0,0.7050
590.5,0.7067
591.0,0.7082
591.5,0.7094
592.0,0.7104
592.5,0.7112
593.0,0.7121
593.5,0.7127
594.0,0.7130
594.5,0.7128
595.0,0.7127
595.5,0.7128
596.0,0.7130
596.5,0.7127
597.0,0.7120
597.5,0.7117
598.0,0.7110
598.5,0.7101
599.0,0.7088
599.5,0.7077
600.0,0.7064
600.5,0.7050
601.0,0.7033
601.5,0.7011
602.0,0.6986
602.5,0.6958
603.0,0.6930
603.5,0.6898
604.0,0.6866
604.5,0.6832
605.0,0.6795
605.5,0.6757
606.0,0.6717
606.5,0.6678
607.0,0.6641
607.5,0.6602
608.0,0.6564
608.5,0.6527
609.0,0.6492
609.5,0.6454
610.0,0.6412
610.5,0.6367
611.0,0.6322
611.5,0.6278
612.0,0.6231
612.5,0.6182
613.0,0.6131
613.5,0.6078
614.0,0.6023
614.5,0.5966
615.0,0.5908
615.5,0.5848
616.0,0.5788
616.5,0.5725
617.0,0.5662
617.5,0.5597
618.0,0.5529
618.5,0.5462
619.0,0.5394
619.5,0.5327
620.0,0.5259
620.5,0.5193
621.0,0.5132
621.5,0.5071
622.0,0.5013
622.5,0.4956
623.0,0.4902
623.5,0.4848
624.0,0.4802
624.5,0.4763
625.0,0.4727
625.5,0.4691
626.0,0.4657
626.5,0.4634
627.0,0.4617
627.5,0.4609
628.0,0.4602
628.5,0.4607
629.0,0.4612
629.5,0.4626
630.0,0.4643
630.5,0.4674
631.0,0.4710
631.5,0.4750
632.0,0.4792
632.5,0.4842
633.0,0.4899
633.5,0.4959
634.0,0.5021
634.5,0.5085
635.0,0.5149
635.5,0.5217
636.0,0.5284
636.5,0.5355
637.0,0.5424
637.5,0.5493
638.0,0.5562
638.5,0.5631
639.0,0.5705
639.5,0.5778
640.0,0.5855
640.5,0.5933
641.0,0.6014
641.5,0.6095
642.0,0.6175
642.5,0.6257
643.0,0.6337
643.5,0.6418
644.0,0.6495
644.5,0.6568
645.0,0.6633
645.5,0.6696
646.0,0.6754
646.5,0.6808
647.0,0.6847
647.5,0.6882
648.0,0.6908
648.5,0.6932
649.0,0.6948
649.5,0.6960
650.0,0.6965
650.5,0.6966
651.0,0.6964
651.5,0.6961
652.0,0.6950
652.5,0.6935
653.0,0.6912
653.5,0.6893
654.0,0.6868
654.5,0.6843
655.0,0.6808
655.5,0.6773
656.0,0.6738
656.5,0.6697
657.0,0.6654
657.5,0.6610
658.0,0.6564
658.5,0.6518
659.0,0.6461
659.5,0.6403
660.0,0.6345
660.5,0.6286
661.0,0.6225
661.5,0.6156
662.0,0.6085
662.5,0.6012
663.0,0.5941
663.5,0.5868
664.0,0.5794
664.5,0.5717
665.0,0.5636
665.5,0.5554
666.0,0.5468
666.5,0.5382
667.0,0.5294
667.5,0.5204
668.0,0.5113
668.5,0.5020
669.0,0.4929
669.5,0.4839
670.0,0.4750
670.5,0.4657
671.0,0.4566
671.5,0.4469
672.0,0.4383
672.5,0.4297
673.0,0.4217
673.5,0.4132
674.0,0.4048
674.5,0.3966
675.0,0.3888
675.5,0.3814
676.0,0.3740
676.5,0.3668
677.0,0.3596
677.5,0.3527
678.0,0.3464
678.5,0.3400
679.0,0.3339
679.5,0.3280
680.0,0.3223
680.5,0.3169
681.0,0.3113
681.5,0.3061
682.0,0.3010
682.5,0.2968
683.0,0.2921
683.5,0.2877
684.0,0.2834
684.5,0.2792
685.0,0.2757
685.5,0.2716
686.0,0.2682
686.5,0.2643
687.0,0.2610
687.5,0.2578
688.0,0.2548
688.5,0.2519
689.0,0.2488
689.5,0.2458
690.0,0.2430
690.5,0.2404
691.0,0.2377
691.5,0.2354
692.0,0.2326
692.5,0.2304
693.0,0.2277
693.5,0.2256
694.0,0.2231
694.5,0.2212
695.0,0.2189
695.5,0.2169
696.0,0.2147
696.5,0.2131
697.0,0.2115
697.5,0.2097
698.0,0.2077
698.5,0.2058
699.0,0.2041
699.5,0.2024
700.0,0.2008
700.5,0.1997
701.0,0.1985
701.5,0.1968
702.0,0.1951
702.5,0.1938
703.0,0.1925
703.5,0.1909
704.0,0.1893
704.5,0.1878
705.0,0.1862
705.5,0.1848
706.0,0.1836
706.5,0.1825
707.0,0.1811
707.5,0.1795
708.0,0.1783
708.5,0.1771
709.0,0.1760
709.5,0.1746
710.0,0.1730
710.5,0.1717
711.0,0.1705
711.5,0.1694
712.0,0.1681
712.5,0.1669
713.0,0.1657
713.5,0.1647
714.0,0.1636
714.5,0.1623
715.0,0.1611
715.5,0.1599
716.0,0.1589
716.5,0.1580
717.0,0.1569
717.5,0.1559
718.0,0.1547
718.5,0.1537
719.0,0.1526
719.5,0.1517
720.0,0.1510
720.5,0.1498
721.0,0.1486
721.5,0.1475
722.0,0.1466
722.5,0.1459
723.0,0.1452
723.5,0.1443
724.0,0.1428
724.5,0.1417
725.0,0.1404
725.5,0.1395
726.0,0.1384
726.5,0.1372
727.0,0.1362
727.5,0.1348
728.0,0.1336
728.5,0.1323
729.0,0.1314
729.5,0.1308
730.0,0.1300
730.5,0.1290
731.0,0.1278
731.5,0.1263
732.0,0.1253
732.5,0.1244
733.0,0.1237
733.5,0.1229
734.0,0.1221
734.5,0.1213
735.0,0.1204
735.5,0.1191
736.0,0.1181
736.5,0.1170
737.0,0.1164
737.5,0.1153
738.0,0.1146
738.5,0.1140
739.0,0.1134
739.5,0.1128
740.0,0.1116
740.5,0.1110
741.0,0.1100
741.5,0.1094
742.0,0.1084
742.5,0.1076
743.0,0.1069
743.5,0.1063
744.0,0.1054
744.5,0.1047
745.0,0.1039
745.5,0.1035
746.0,0.1029
746.5,0.1022
747.0,0.1017
747.5,0.1010
748.0,0.1006
748.5,0.1000
749.0,0.0994
749.5,0.0988
750.0,0.0982
750.5,0.0977
751.0,0.0973
751.5,0.0968
752.0,0.0963
752.5,0.0958
753.0,0.0949
753.5,0.0942
754.0,0.0933
754.5,0.0928
755.0,0.0924
755.5,0.0920
756.0,0.0915
756.5,0.0910
757.0,0.0907
757.5,0.0906
758.0,0.0902
758.5,0.0896
759.0,0.0886
759.5,0.0880
760.0,0.0878
760.5,0.0877
761.0,0.0873
761.5,0.0868
762.0,0.0861
762.5,0.0856
763.0,0.0854
763.5,0.0849
764.0,0.0845
764.5,0.0836
765.0,0.0832
765.5,0.0829
766.0,0.0829
766.5,0.0827
767.0,0.0820
767.5,0.0814
768.0,0.0807
768.5,0.0803
769.0,0.0798
769.5,0.0799
770.0,0.0795
770.5,0.0793
771.0,0.0786
771.5,0.0785
772.0,0.0783
772.5,0.0782
773.0,0.0778
773.5,0.0779
774.0,0.0776
774.5,0.0772
775.0,0.0760
775.5,0.0759
776.0,0.0756
776.5,0.0759
777.0,0.0755
777.5,0.0751
778.0,0.0749
778.5,0.0742
779.0,0.0742
779.5,0.0733
780.0,0.0732
780.5,0.0726
781.0,0.0726
781.5,0.0723
782.0,0.0717
782.5,0.0711
783.0,0.0708
783.5,0.0710
784.0,0.0713
784.5,0.0708
785.0,0.0704
785.5,0.0698
786.0,0.0698
786.5,0.0698
787.0,0.0694
787.5,0.0691
788.0,0.0684
788.5,0.0689
789.0,0.0687
789.5,0.0689
790.0,0.0681
790.5,0.0674
791.0,0.0669
791.5,0.0667
792.0,0.0668
792.5,0.0666
793.0,0.0661
793.5,0.0661
794.0,0.0658
794.5,0.0662
795.0,0.0661
795.5,0.0662
796.0,0.0656
796.5,0.0653
797.0,0.0647
797.5,0.0647
798.0,0.0643
798.5,0.0638
799.0,0.0635
799.5,0.0635
800.0,0.0631
800.5,0.0630
801.0,0.0625
801.5,0.0626
802.0,0.0623
802.5,0.0621
803.0,0.0617
803.5,0.0615
804.0,0.0612
804.5,0.0618
805.0,0.0613
805.5,0.0616
806.0,0.0608
806.5,0.0613
807.0,0.0607
807.5,0.0605
808.0,0.0598
808.5,0.0596
809.0,0.0596
809.5,0.0596
810.0,0.0592
810.5,0.0589
811.0,0.0587
811.5,0.0591
812.0,0.0591
812.5,0.0586
813.0,0.0581
813.5,0.0577
814.0,0.0580
814.5,0.0580
815.0,0.0580
815.5,0.0577
816.0,0.0575
816.5,0.0571
817.0,0.0570
817.5,0.0568
818.0,0.0566
818.5,0.0561
819.0,0.0560
819.5,0.0562
820.0,0.0565
820.5,0.0566
821.0,0.0564
821.5,0.0560
822.0,0.0554
822.5,0.0559
823.0,0.0558
823.5,0.0562
824.0,0.0554
824.5,0.0551
825.0,0.0547
825.5,0.0548
826.0,0.0551
826.5,0.0545
827.0,0.0542
827.5,0.0533
828.0,0.0537
828.5,0.0535
829.0,0.0538
829.5,0.0534
830.0,0.0532
830.5,0.0533
831.0,0.0529
831.5,0.0527
832.0,0.0527
832.5,0.0526
833.0,0.0523
833.5,0.0520
834.0,0.0525
834.5,0.0525
835.0,0.0525
835.5,0.0515
836.0,0.0513
836.5,0.0515
837.0,0.0518
837.5,0.0519
838.0,0.0510
838.5,0.0509
839.0,0.0509
839.5,0.0507
840.0,0.0504
840.5,0.0497
841.0,0.0499
841.5,0.0501
842.0,0.0507
842.5,0.0502
843.0,0.0500
843.5,0.0503
844.0,0.0506
844.5,0.0504
845.0,0.0496
845.5,0.0491
846.0,0.0491
846.5,0.0493
847.0,0.0500
847.5,0.0498
848.0,0.0497
848.5,0.0492
849.0,0.0492
849.5,0.0485
850.0,0.0478
